Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_signal,MACD_hist,Upper_BB,Middle_BB,Lower_BB
2010-01-01,92.94000244140625,93.08999633789062,92.91999816894531,92.91999816894531,92.91999816894531,0,,,,,,,
2010-01-04,92.76000213623047,93.20099639892578,92.1969985961914,92.49500274658203,92.49500274658203,0,,,,,,,
2010-01-05,92.47000122070312,92.48600006103516,91.28299713134766,91.58499908447266,91.58499908447266,0,,,,,,,
2010-01-06,91.55000305175781,92.70999908447266,91.52200317382812,92.35600280761719,92.35600280761719,0,,,,,,,
2010-01-07,92.33599853515625,93.73500061035156,92.11000061035156,93.38999938964844,93.38999938964844,0,,,,,,,
2010-01-08,93.43900299072266,93.66000366210938,92.32099914550781,92.66000366210938,92.66000366210938,0,,,,,,,
2010-01-11,92.37899780273438,92.62999725341797,91.79000091552734,92.09200286865234,92.09200286865234,0,,,,,,,
2010-01-12,92.0999984741211,92.39199829101562,90.7300033569336,91.08000183105469,91.08000183105469,0,,,,,,,
2010-01-13,91.08999633789062,91.53500366210938,90.90799713134766,91.43299865722656,91.43299865722656,0,,,,,,,
2010-01-14,91.37000274658203,92.0270004272461,90.83999633789062,91.26699829101562,91.26699829101562,0,,,,,,,
2010-01-15,91.26000213623047,91.30500030517578,90.60199737548828,90.75,90.75,0,,,,,,,
2010-01-18,90.8290023803711,91.052001953125,90.58000183105469,90.70500183105469,90.70500183105469,0,,,,,,,
2010-01-19,90.70999908447266,91.25499725341797,90.29000091552734,91.1989974975586,91.1989974975586,0,,,,,,,
2010-01-20,91.16999816894531,91.45500183105469,90.80699920654297,91.19200134277344,91.19200134277344,0,38.554574412297846,,,,,,
2010-01-21,91.20999908447266,91.85800170898438,89.97799682617188,90.39299774169922,90.39299774169922,0,31.93537656468682,,,,,,
2010-01-22,90.43099975585938,90.53099822998047,89.78600311279297,89.80999755859375,89.80999755859375,0,28.139204396525642,,,,,,
2010-01-25,89.9800033569336,90.45500183105469,89.81999969482422,90.41500091552734,90.41500091552734,0,36.56612458647123,,,,,,
2010-01-26,90.39900207519531,90.54000091552734,89.33999633789062,89.62999725341797,89.62999725341797,0,31.417949804603666,,,,,,
2010-01-27,89.61000061035156,90.0510025024414,89.13300323486328,89.94999694824219,89.94999694824219,0,35.41005370951193,,,,,,
2010-01-28,89.95999908447266,90.52999877929688,89.65599822998047,89.77799987792969,89.77799987792969,0,34.2558504529694,,,,93.42537861779387,91.25499992370605,89.08462122961824
2010-01-29,89.79000091552734,90.87899780273438,89.61000061035156,90.2699966430664,90.2699966430664,0,40.25491800777286,,,,93.1912968544002,91.12249984741212,89.05370284042402
2010-02-01,90.26000213623047,90.91000366210938,89.99400329589844,90.76000213623047,90.76000213623047,0,45.58091884151109,,,,93.01042621099563,91.03574981689454,89.06107342279344
2010-02-02,90.73999786376953,90.9000015258789,90.25800323486328,90.4280014038086,90.4280014038086,0,42.797128788079974,,,,92.95261436796939,90.97789993286133,89.00318549775328
2010-02-03,90.44000244140625,91.25,90.09100341796875,90.83999633789062,90.83999633789062,0,47.113655844586916,,,,92.77305773762926,90.902099609375,89.03114148112074
2010-02-04,90.83999633789062,91.05000305175781,88.6449966430664,89.41000366210938,89.41000366210938,0,36.74836893716175,,,,92.2997906689669,90.70309982299804,89.10640897702918
2010-02-05,89.36699676513672,89.8010025024414,88.81999969482422,89.22000122070312,89.22000122070312,0,35.626811473471435,-0.6321110765677815,,,91.98199847594687,90.53109970092774,89.08020092590861
2010-02-08,89.26000213623047,89.5479965209961,89.13999938964844,89.22000122070312,89.22000122070312,0,35.626811473471435,-0.6644185163775091,,,91.75831522460597,90.38749961853027,89.01668401245458
2010-02-09,89.20999908447266,89.927001953125,89.19999694824219,89.76799774169922,89.76799774169922,0,41.58975226269159,-0.6384440699224427,,,91.67938478443118,90.3218994140625,88.96441404369382
2010-02-10,89.79000091552734,90.04000091552734,89.2699966430664,89.93000030517578,89.93000030517578,0,43.26296394847709,-0.5978947228222324,,,91.51323485641467,90.24674949645996,88.98026413650524
2010-02-11,89.91799926757812,90.13500213623047,89.56900024414062,89.80999755859375,89.80999755859375,0,42.29642472703761,-0.5688845449317768,,,91.36248079324619,90.17389945983886,88.98531812643154
2010-02-12,89.81300354003906,90.37899780273438,89.56999969482422,89.94999694824219,89.94999694824219,0,43.87187036589743,-0.52850471584415,,,91.29578296655649,90.13389930725097,88.97201564794545
2010-02-15,90.06800079345703,90.20999908447266,89.91000366210938,90.05000305175781,90.05000305175781,0,45.02649071872938,-0.482867556981148,,,91.23334171128732,90.10114936828613,88.96895702528494
2010-02-16,90.04000091552734,90.47200012207031,89.70999908447266,90.24400329589844,90.24400329589844,0,47.29164883334456,-0.42613338105185505,,,91.07112590245347,90.05339965820312,89.03567341395276
2010-02-17,90.25800323486328,91.3759994506836,90.1520004272461,91.05000305175781,91.05000305175781,0,55.49627410235469,-0.312531030428417,-0.49979135726371166,0.18726032683529464,91.03368314369362,90.04629974365234,89.05891634361106
2010-02-18,91.06999969482422,92.06999969482422,90.58000183105469,91.97699737548828,91.97699737548828,0,62.689687980298835,-0.14601646744375785,-0.4290363792997209,0.28301991185596304,91.41829290254537,90.1254997253418,88.83270654813822
