Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_signal,MACD_hist,Upper_BB,Middle_BB,Lower_BB
2010-01-01,0.898311197757721,0.8984725475311279,0.8978272080421448,0.8984725475311279,0.8984725475311279,0,,,,,,,
2010-01-04,0.8974243998527527,0.9139096736907959,0.8942144513130188,0.9124919772148132,0.9124919772148132,0,,,,,,,
2010-01-05,0.9128252267837524,0.9173470139503479,0.9095043540000916,0.9118264317512512,0.9118264317512512,0,,,,,,,
2010-01-06,0.9118264317512512,0.9219139218330383,0.9104151725769043,0.9204712510108948,0.9204712510108948,0,,,,,,,
2010-01-07,0.9203019142150879,0.9261832237243652,0.9164223074913025,0.9177680015563965,0.9177680015563965,0,,,,,,,
2010-01-08,0.9180207252502441,0.9254117608070374,0.9129918813705444,0.9250693917274475,0.9250693917274475,0,,,,,,,
2010-01-11,0.9306654334068298,0.9325748682022095,0.9285913109779358,0.9297136068344116,0.9297136068344116,0,,,,,,,
2010-01-12,0.9291952848434448,0.9307520985603333,0.9171788096427917,0.9204712510108948,0.9204712510108948,0,,,,,,,
2010-01-13,0.9207255244255066,0.9267840385437012,0.9192020893096924,0.9242144227027893,0.9242144227027893,0,,,,,,,
2010-01-14,0.9243853092193604,0.9328358173370361,0.9242998361587524,0.9313588738441467,0.9313588738441467,0,,,,,,,
2010-01-15,0.9311854243278503,0.9314455389976501,0.9218289256095886,0.9226794838905334,0.9226794838905334,0,,,,,,,
2010-01-18,0.9223390221595764,0.9279019832611084,0.9180207252502441,0.927385687828064,0.927385687828064,0,,,,,,,
2010-01-19,0.9270418286323547,0.9275577664375305,0.9180207252502441,0.9225943684577942,0.9225943684577942,0,,,,,,,
2010-01-20,0.9225943684577942,0.9239583015441895,0.9075233936309814,0.9114938974380493,0.9114938974380493,0,48.748529866197714,,,,,,
2010-01-21,0.9114938974380493,0.9147457480430603,0.8996850848197937,0.904568076133728,0.904568076133728,0,43.25612147517529,,,,,,
2010-01-22,0.9042408466339111,0.9093389511108398,0.8987956643104553,0.9012256860733032,0.9012256860733032,0,40.863326181459094,,,,,,
