Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_signal,MACD_hist,Upper_BB,Middle_BB,Lower_BB
2010-01-01,1.4327058792114258,1.4401957988739014,1.4327058792114258,1.4389938116073608,1.4389938116073608,0,,,,,,,
2010-01-04,1.4310041666030884,1.4451910257339478,1.4262080192565918,1.4423978328704834,1.4423978328704834,0,,,,,,,
2010-01-05,1.442710041999817,1.4483097791671753,1.4351937770843506,1.4365959167480469,1.4365959167480469,0,,,,,,,
2010-01-06,1.4365959167480469,1.4434596300125122,1.4291226863861084,1.4404033422470093,1.4404033422470093,0,,,,,,,
2010-01-07,1.4402996301651,1.444481372833252,1.430206060409546,1.4318032264709473,1.4318032264709473,0,,,,,,,
2010-01-08,1.4320902824401855,1.4436055421829224,1.4271035194396973,1.44110906124115,1.44110906124115,0,,,,,,,
2010-01-11,1.4464871883392334,1.4554345607757568,1.4464871883392334,1.4511260986328125,1.4511260986328125,0,,,,,,,
2010-01-12,1.4508944749832153,1.454376220703125,1.4459643363952637,1.447659969329834,1.447659969329834,0,,,,,,,
2010-01-13,1.4478065967559814,1.4577046632766724,1.4458597898483276,1.4523905515670776,1.4523905515670776,0,,,,,,,
2010-01-14,1.4524117708206177,1.4552016258239746,1.4462571144104004,1.4499897956848145,1.4499897956848145,0,,,,,,,
2010-01-15,1.4499057531356812,1.4504104852676392,1.434576153755188,1.4390974044799805,1.4390974044799805,0,,,,,,,
2010-01-18,1.437235951423645,1.4406731128692627,1.4336917400360107,1.4406731128692627,1.4406731128692627,0,,,,,,,
2010-01-19,1.4405070543289185,1.4413999319076538,1.4256997108459473,1.4281021356582642,1.4281021356582642,0,,,,,,,
2010-01-20,1.4284082651138306,1.4290001392364502,1.4087086915969849,1.4110342264175415,1.4110342264175415,0,28.10950512216104,,,,,,
2010-01-21,1.411113977432251,1.414027214050293,1.4030951261520386,1.4097015857696533,1.4097015857696533,0,27.52340488216393,,,,,,
2010-01-22,1.409840703010559,1.4181982278823853,1.4089070558547974,1.414107084274292,1.414107084274292,0,32.53164890490386,,,,,,
2010-01-25,1.4154081344604492,1.4194263219833374,1.413107991218567,1.4150075912475586,1.4150075912475586,0,33.542548648595286,,,,,,
2010-01-26,1.4148073196411133,1.4178967475891113,1.404415488243103,1.4082324504852295,1.4082324504852295,0,29.911276017012995,,,,,,
2010-01-27,1.408093810081482,1.4097412824630737,1.4001679420471191,1.4030951261520386,1.4030951261520386,0,27.481806670939164,,,,,,
2010-01-28,1.4029968976974487,1.404968023300171,1.3949919939041138,1.3968042135238647,1.3968042135238647,0,24.82297045471165,,,,1.464328405861786,1.429916226863861,1.395504047865936
2010-01-29,1.3967065811157227,1.398699164390564,1.386481761932373,1.3866932392120361,1.3866932392120361,0,21.262378631967948,,,,1.466211471797635,1.4273011982440948,1.3883909246905548
2010-02-01,1.387597680091858,1.3937088251113892,1.385578989982605,1.3926994800567627,1.3926994800567627,0,27.880232556173794,,,,1.4658429089096923,1.4248162806034088,1.3837896522971254
2010-02-02,1.3921760320663452,1.3976240158081055,1.3889081478118896,1.3976240158081055,1.3976240158081055,0,32.86271626578271,,,,1.4651539484198144,1.4228676855564117,1.380581422693009
2010-02-03,1.3975849151611328,1.4024064540863037,1.3886189460754395,1.3901052474975586,1.3901052474975586,0,29.51048475360666,,,,1.4641249713283992,1.4203527808189391,1.376580590309479
2010-02-04,1.3901824951171875,1.3906078338623047,1.372005581855774,1.3744947910308838,1.3744947910308838,0,24.029805503183482,,,,1.465210839626468,1.4174873590469361,1.3697638784674042
2010-02-05,1.3744759559631348,1.3746082782745361,1.3588064908981323,1.368007779121399,1.368007779121399,0,22.18585997845757,-0.01563119417154568,,,1.464843484175866,1.4138322949409485,1.362821105706031
2010-02-08,1.364498496055603,1.3714035749435425,1.3625277280807495,1.3654673099517822,1.3654673099517822,0,21.490362609544846,-0.016854552460505268,,,1.461687977872822,1.409549355506897,1.357410733140972
2010-02-09,1.3656724691390991,1.3839489221572876,1.365094542503357,1.378207802772522,1.378207802772522,0,32.858005989623535,-0.016604613772873256,,,1.4568327785072352,1.4060767471790314,1.3553207158508276
